WKT	NAME	NAME_EN	NAME_RU	RAILWAY	GAUGE	SERVICE	BRIDGE	TUNNEL	OSM_TYPE	OSM_ID
"LINESTRING (20.5771736 54.5146718,20.5754845 54.5170656,20.5740448 54.5191569,20.573434 54.5204745,20.5730254 54.5214702,20.5725511 54.52265,20.5720029 54.5241013,20.5713007 54.5259387,20.5707402 54.5274615,20.5700196 54.529288,20.5696268 54.5302919,20.5692127 54.5313503,20.5683811 54.5335984,20.5675557 54.5356891,20.5670137 54.5370578,20.5664655 54.5385336,20.5658619 54.5401703,20.565172 54.5419462,20.5642049 54.5444545,20.5632749 54.5469448,20.5624988 54.5489419,20.5617719 54.550846,20.5612976 54.5523571,20.5612017 54.5536089,20.5613791 54.5553139,20.5617917 54.5585249)"				rail	"1520"				way	"277231669"
"LINESTRING (20.5020332 54.6918689,20.5023679 54.6917072)"				rail	"1520"	yard	yes		way	"236407380"
"LINESTRING (20.4756548 54.6860367,20.475772 54.6861111)"				rail	"1520"	siding			way	"236418856"
"LINESTRING (21.9003628 55.0587623,21.9034672 55.0582474,21.9053319 55.0578836,21.9070748 55.0574421,21.9083682 55.057019,21.9097195 55.0565136,21.911464 55.0556818,21.9163985 55.0527526,21.9164844 55.0527016,21.9181319 55.0516694,21.9196951 55.0507374,21.9252661 55.0473541,21.9289868 55.0451226,21.9297577 55.0446785,21.9308166 55.0441412,21.9317963 55.0437221,21.9327747 55.043379,21.9338567 55.0429929,21.934759 55.0427741,21.9363245 55.0424391,21.9396584 55.0419686,21.9435397 55.0415552,21.9543625 55.0405003,21.9564655 55.0402622,21.9756101 55.0383903,21.9781478 55.0380624,21.9817057 55.0375349,21.9958127 55.0354105,22.0103808 55.0332395,22.0174255 55.0321787,22.0235432 55.0312192,22.0238184 55.031176,22.0242755 55.0311043,22.0268202 55.0306645,22.0282226 55.0304222,22.0305745 55.0300397,22.0312153 55.0299355,22.0333993 55.0296102,22.0360885 55.0291119)"				rail	"1520"				way	"303537844"
"LINESTRING (20.4698842 54.681422,20.4705278 54.6813928,20.4715619 54.6813542)"	Киевская улица			tram					way	"42321050"
"LINESTRING (20.4845879 54.7103296,20.4838234 54.7105717,20.4828408 54.7108045,20.4818547 54.71096,20.4800751 54.7111589,20.4773782 54.7114919)"				rail	"1520"				way	"240142543"
"LINESTRING (20.5042011 54.689625,20.5039508 54.6899528)"				rail	"1435"	yard			way	"236407384"
"LINESTRING (22.0234059 54.4186301,22.0242232 54.4181026)"				abandoned			yes		way	"210711895"
"LINESTRING (21.5122639 54.8434399,21.5142572 54.8438349,21.5159641 54.8442088,21.5183458 54.8448133,21.518801 54.8449456,21.5192322 54.845071,21.5280383 54.8476309,21.5384283 54.8505197)"				rail	"1520"				way	"331813908"
"LINESTRING (20.4759015 54.6861894,20.476315 54.6864495)"				rail	"1520"	siding			way	"236418862"
"LINESTRING (20.4989064 54.719823,20.4968313 54.7185054,20.4961011 54.7180124,20.495383 54.7174951,20.4945382 54.7168475)"				rail	"1520"				way	"335233182"
"LINESTRING (21.9201835 54.9020842,21.9199171 54.9001928,21.9196372 54.8982737,21.9193291 54.8959334,21.9188843 54.8923454,21.9185425 54.8896739,21.9181751 54.8868476)"				rail	"1520"				way	"311503272"
"LINESTRING (20.4817396 54.6817325,20.4813648 54.6816916,20.4810261 54.6816546,20.480965 54.6816479,20.4804877 54.6815627)"	Киевская улица			tram					way	"315968038"
"LINESTRING (20.2250002 54.9490269,20.2255971 54.9486051,20.2275147 54.9475045,20.2279737 54.9471466,20.228312 54.9466617,20.228432 54.9464651,20.2285271 54.946157)"				rail	"1520"	siding			way	"240291381"
"LINESTRING (21.6668306 55.0328415,21.6667343 55.0330156)"				rail	"1520"		yes		way	"333794622"
"LINESTRING (21.9201927 54.9021663,21.9201835 54.9020842)"				rail	"1520"		yes		way	"311503271"
"LINESTRING (21.6504963 55.0801291,21.6494893 55.0795939,21.648875 55.0793074,21.6485531 55.0792079,21.6481468 55.0791873,21.6476253 55.0792045,21.6468521 55.0793126,21.6461449 55.0794258,21.6445914 55.0796769,21.6397041 55.0803738,21.6388593 55.080486,21.6383774 55.0805638,21.6329376 55.0820614,21.6311211 55.0825756,21.6304991 55.0827169,21.6300153 55.0827847,21.6293243 55.0828808,21.6285937 55.082926,21.6250692 55.0832312,21.6240523 55.0833329,21.6234205 55.0834289,21.6229565 55.0835024,21.6225023 55.0836041,21.6177716 55.0849207,21.6139011 55.0859412,21.6128927 55.086232,21.6116909 55.0866485,21.6113959 55.0867494,21.6110027 55.0868941,21.6107608 55.0870172,21.6105425 55.0871192,21.6102802 55.0872742,21.6069532 55.0896699,21.6049787 55.0911163,21.6015727 55.0938337,21.5956223 55.0983414,21.5951089 55.0987029,21.5945264 55.0991378,21.594092 55.0993977,21.5934108 55.0997479,21.5924334 55.1002393,21.588861 55.1019246,21.5871864 55.1027433,21.5869352 55.1028639,21.584665 55.1041575,21.5843455 55.1044057,21.5842411 55.1046131,21.5842726 55.1051209,21.5852074 55.1112856,21.5853872 55.1127151,21.5854171 55.1129517,21.5853812 55.1131505,21.5852733 55.1132979,21.5852313 55.1133665,21.5850995 55.1135104,21.5848298 55.113771,21.5824832 55.1160137,21.5823463 55.1161489,21.5822513 55.1162638,21.5821673 55.1163927,21.5821055 55.1165102,21.5820676 55.1166302,21.582048 55.1168008,21.5820282 55.1168778,21.5820326 55.1170067,21.5820613 55.1171532,21.5821055 55.1173086,21.582132 55.1174046,21.5822308 55.11756,21.5867818 55.1236105,21.5924382 55.1311065,21.5928245 55.1316476,21.5929241 55.1320244,21.5928942 55.1323016,21.5897048 55.139953,21.5869088 55.1461167,21.5867232 55.1464848,21.5865849 55.1466948,21.5864212 55.1468903,21.5859271 55.1473859,21.5851512 55.1482032,21.5849686 55.1484257,21.5848673 55.1485946,21.584804 55.1488104,21.5847807 55.1490357,21.584759 55.1493657,21.5847269 55.14969,21.5846517 55.1500414,21.5845825 55.1502477,21.5844696 55.1503916,21.584313 55.1505107,21.5841565 55.1506397,21.5839414 55.15079,21.5825663 55.1516882,21.5776524 55.1548976,21.5764282 55.1557099,21.5758852 55.1559468,21.5752854 55.1561403,21.57385 55.1565399,21.5727714 55.1568519,21.5722568 55.1570265,21.5717816 55.1571332,21.5710461 55.1573005,21.5703569 55.1574203,21.569314 55.1576121,21.5679834 55.1578586,21.566503 55.1581018,21.5661614 55.1581702,21.563644 55.1587695,21.5577104 55.1602282,21.5488998 55.1622757,21.5485042 55.1623784,21.5480367 55.1625222,21.547773 55.1626591,21.5477131 55.1627482,21.5473654 55.1641416,21.5471497 55.1648914,21.5469579 55.1655488,21.5469159 55.16585,21.5469101 55.1661374,21.5469219 55.1663259,21.5470178 55.1667093,21.5471557 55.1670962,21.5473055 55.167483,21.5475213 55.1678938,21.547743 55.1682191,21.5479528 55.16851,21.5483064 55.1688181,21.548678 55.1690715,21.5493074 55.169496,21.5497629 55.1698177,21.5498947 55.1701121,21.5498768 55.1702456,21.5497809 55.1704373,21.5495171 55.1706941,21.5481626 55.1716183,21.5474853 55.1720496,21.546796 55.1723714,21.5459869 55.1726213,21.5450699 55.1727684,21.5438686 55.1729207,21.5413547 55.1732083,21.5395245 55.1734389,21.5387807 55.1735194,21.5379413 55.1736139,21.5371913 55.1736828,21.5361309 55.1736436,21.5350516 55.1735804,21.53471 55.1735398,21.5344485 55.1735064,21.5339011 55.1734323,21.532896 55.1733498,21.532221 55.1733563,21.531534 55.1734187,21.530716 55.1735658,21.5299114 55.1737049,21.5252869 55.174434,21.5215872 55.1750217,21.5207144 55.1752077,21.5204148 55.1752895,21.5198286 55.1754829,21.5189949 55.1757954,21.5176791 55.1763384,21.5155167 55.1771567,21.5142661 55.1776774,21.5134063 55.1781015,21.5126898 55.1784808,21.5117519 55.1790313,21.5113724 55.1792857,21.5111527 55.179433,21.5105144 55.1798793,21.5099672 55.1803851,21.5094201 55.180757,21.5084822 55.181419,21.5078569 55.1818801,21.5071013 55.182252,21.5062024 55.1826686,21.5053818 55.1829586,21.5043135 55.1833305,21.5028806 55.1837247,21.5017082 55.1839479,21.5007702 55.1842454,21.4998974 55.18458,21.4992591 55.1848924,21.4980216 55.1855469,21.4967189 55.1862906,21.4956376 55.1870492,21.4945043 55.1878896,21.4932277 55.1888266,21.4925893 55.1892803,21.4921307 55.1894901,21.4907787 55.1900339,21.4860413 55.1914906,21.4847346 55.192009,21.4802815 55.1939163,21.4723824 55.1972965,21.4719512 55.1974419,21.4713659 55.197596,21.4702535 55.1978209,21.4686455 55.1980842,21.4662843 55.1986154,21.4590818 55.2005887,21.4585072 55.2005967,21.4577013 55.2005207,21.4568464 55.2002328,21.4561322 55.199847,21.4556268 55.1993662,21.4554745 55.1990677,21.4544178 55.1949317,21.453843 55.1942302,21.4528718 55.1935797,21.4511672 55.193014,21.4499575 55.1924538,21.4490276 55.1917288,21.4478825 55.1910073,21.4465872 55.1904617,21.4455134 55.190088,21.4444885 55.1896829,21.4431099 55.1893312,21.4419468 55.1891228,21.4107143 55.1842266,21.4019188 55.1828136,21.4011078 55.1826671,21.3825293 55.1773821,21.3818371 55.1771494,21.3814119 55.1769281,21.3657668 55.1654755,21.3651255 55.1649998,21.3644445 55.1645991,21.3639955 55.1644415,21.3634555 55.1643436,21.362653 55.1642264,21.3246451 55.1599676,21.3237349 55.1600072,21.3213869 55.1601649,21.3186593 55.1604315,21.3180773 55.1605211,21.3101958 55.1624257,21.3097703 55.162608,21.3082499 55.1639521,21.3015937 55.1694716,21.296745 55.1734481,21.2962996 55.1737345,21.2907198 55.1766072,21.2877032 55.1781813,21.2874504 55.1782796,21.2782657 55.1803911,21.275584 55.1810304,21.2752224 55.1811735,21.2750168 55.1812712,21.2745542 55.1815777,21.2707771 55.1851029,21.2686242 55.1871188,21.268426 55.1874674,21.2683726 55.1876283,21.2684124 55.1877784,21.2684623 55.1878699,21.2705899 55.1902447)"	Elchniederungsbahn			abandoned	"750"				way	"298838534"
"LINESTRING (21.8663811 55.0679531,21.8668655 55.068061,21.8669752 55.0683531,21.8673919 55.0690751,21.8678354 55.0698779,21.8680499 55.070165,21.868462 55.0705554)"				rail	"1520"	siding			way	"327637753"
"LINESTRING (19.919861 54.643675,19.9193105 54.6437955,19.9188509 54.6439285,19.9184491 54.6441153,19.9182086 54.6443128,19.918048 54.6444787,19.9177919 54.6448129,19.9176882 54.6450335,19.9175891 54.6453657,19.917515 54.6456915)"				rail	"1520"	spur			way	"295213788"
"LINESTRING (21.6667343 55.0330156,21.6660374 55.0343975,21.6652592 55.0358461,21.6648979 55.0364076,21.6645227 55.0369335,21.6637173 55.0379668,21.6620473 55.0401149,21.661825 55.0403991,21.6611417 55.0412828,21.6597051 55.0431431,21.6568619 55.0468144,21.6565103 55.0472987,21.6562337 55.0476765,21.6559854 55.0480826,21.6552698 55.0493529,21.6492283 55.0599793,21.6432113 55.0705637,21.6428026 55.0713759,21.6425232 55.0723055,21.6425867 55.0731039,21.6428042 55.0738561,21.6431523 55.0746042,21.6438601 55.0753914,21.6448691 55.0761491,21.6461692 55.0769023,21.6470829 55.0774223,21.6502888 55.0791511,21.6511057 55.0796093,21.6527295 55.0805196,21.6543005 55.0812973,21.6552268 55.081637,21.6562426 55.0819092,21.6576247 55.0821195,21.6599623 55.0822787,21.6665787 55.0826997,21.6682981 55.0828197,21.6702709 55.0829334,21.6718703 55.0829614,21.6734535 55.0828963,21.6748028 55.0827681,21.6762379 55.0825386,21.6804809 55.0816647,21.7094729 55.0755983,21.712281 55.0750788,21.7147831 55.0747447,21.7199225 55.0742754,21.7247721 55.073889,21.7272907 55.0736651,21.7320738 55.0732636,21.7364113 55.0728905,21.7379645 55.0727935,21.7396235 55.0728063,21.7409066 55.0728649,21.7430545 55.073125,21.7485319 55.074039,21.7555639 55.0751812,21.7565701 55.0753213,21.757693 55.0754209,21.758909 55.0754408,21.7604874 55.0753527,21.7627771 55.0751512,21.7665896 55.0748106,21.7704876 55.0744364,21.7728829 55.0740989,21.7783451 55.0731361,21.7835442 55.0722345,21.7980941 55.0697113,21.8005662 55.0692879,21.8020036 55.0691161,21.8033516 55.0689862,21.8047715 55.0689359,21.8075758 55.0689192,21.8092666 55.0690107,21.8104434 55.069103,21.8121812 55.0693163,21.814633 55.0697921,21.8160503 55.0701578,21.8202523 55.0712973,21.8214415 55.071594,21.8241526 55.0723228,21.8255544 55.0726837,21.8261968 55.0728429,21.8269439 55.072981,21.8278563 55.0730593,21.8287193 55.0730917,21.8297171 55.0730654,21.830715 55.0730019,21.8329892 55.0728199,21.8386641 55.0724048,21.8425391 55.0720968,21.8442659 55.0719547,21.8448869 55.0718703,21.8454463 55.0717859,21.8463727 55.0715521,21.8472389 55.0712865,21.8480805 55.0709192,21.8486651 55.0705929,21.8496715 55.0699269)"				rail	"1520"				way	"333794623"
"LINESTRING (20.3582769 54.6452612,20.3550519 54.6446107,20.3545228 54.6445146,20.3539613 54.6444018,20.3533351 54.6443179,20.3528016 54.644291,20.3521347 54.6442944,20.3515607 54.6443414,20.3508358 54.6444487,20.3504957 54.6445016,20.3494118 54.644705,20.3488527 54.6447776,20.345561 54.6453945,20.3447182 54.6455392,20.3440456 54.6457406,20.3434483 54.6460325,20.3433238 54.6461743,20.343198 54.6463176,20.3416101 54.6481261)"				rail	"1520"	spur			way	"429929116"
"LINESTRING (20.4990407 54.6948651,20.4990765 54.694803,20.4991625 54.694685,20.4992306 54.6946353,20.4996392 54.6944903,20.5000405 54.6943453,20.5002161 54.6943039,20.5003487 54.6942935,20.5005243 54.6943329,20.5007421 54.6944541,20.5008704 54.694655,20.5010009 54.6947902,20.5011798 54.6949549)"				disused	"1000"				way	"363595756"
"LINESTRING (20.5016255 54.7187959,20.5016895 54.7187777,20.5017401 54.7187634,20.5017611 54.7187603,20.5019207 54.7187819,20.5020407 54.7187981,20.506826 54.7197121,20.5080248 54.719871,20.5118864 54.720317,20.5150842 54.7204861,20.5170705 54.7207252,20.5173986 54.7207442,20.5191654 54.7207106,20.5195969 54.7207165,20.5198771 54.7208156,20.5217006 54.721594,20.5218155 54.7216348,20.5220514 54.7216763,20.5221776 54.7216815,20.5223165 54.7216742,20.5226843 54.7216436,20.524129 54.7214953,20.5241946 54.7214886,20.5242408 54.7214838,20.524294 54.7214785,20.5243384 54.7214738,20.5243813 54.7214695,20.5244355 54.7214642,20.5244728 54.7214605,20.5245111 54.7214563,20.5245398 54.7214523,20.5245683 54.7214477,20.5245897 54.7214437,20.5246157 54.7214377,20.5246465 54.7214297,20.5246797 54.7214203,20.5247116 54.7214097,20.5247397 54.7213991,20.5247642 54.7213885,20.5247972 54.7213728,20.5248212 54.7213599,20.5248452 54.721345,20.5248664 54.7213312,20.5248917 54.7213117,20.5249096 54.7212967,20.5249283 54.7212786,20.5249413 54.7212646,20.5249599 54.7212408,20.5249701 54.7212261,20.5249798 54.7212092,20.5249888 54.7211914,20.5249959 54.7211751,20.5249994 54.7211623,20.5250024 54.72115,20.5250051 54.7211377,20.5250063 54.721128,20.5250067 54.721107,20.5250071 54.7210871,20.5250073 54.7210513,20.5250073 54.721043,20.5250111 54.7206315,20.5250112 54.720614,20.5250075 54.7203619,20.5250067 54.719995,20.5250067 54.7196991,20.5250029 54.7194519)"				tram					way	"379866642"
"LINESTRING (21.8581186 55.0662888,21.8627627 55.0686459,21.863134 55.0688063,21.8633011 55.0688632,21.8636486 55.0689816,21.8641892 55.0691121,21.8647884 55.0691718,21.8652606 55.0692297,21.8655179 55.0692613,21.8660846 55.0693881,21.8666773 55.0695746,21.8671723 55.0697648,21.8675245 55.069949,21.8676999 55.0700408,21.8681428 55.0703205,21.868462 55.0705554,21.8687421 55.0708016,21.8691785 55.0711521,21.8695693 55.0714356,21.8699303 55.0716986,21.8703317 55.0720769,21.8705528 55.0723791,21.8709892 55.0729123,21.8712172 55.0731846,21.8722333 55.0744935,21.8727544 55.075146,21.873067 55.0755413,21.8732885 55.0757986,21.8735685 55.0761566,21.8738877 55.0764586,21.8741938 55.0767532,21.8746755 55.0773103)"				rail		spur			way	"438543512"
"LINESTRING (21.5684072 54.6821994,21.5771849 54.6848278,21.5776278 54.6849283,21.5797545 54.6853385,21.5879953 54.6870071,21.5890946 54.6872906,21.5912457 54.687958,21.5922027 54.6883191,21.5997712 54.6911121,21.6004497 54.691444,21.6006321 54.6916549,21.6007474 54.6919019,21.600901 54.6922265,21.6010114 54.6925762,21.6030428 54.6970616,21.6033149 54.697293,21.6036708 54.6974987,21.604264 54.6977226,21.604691 54.6978734,21.6052288 54.6979283,21.6060908 54.6979192,21.6078425 54.6979729,21.6481287 54.7022036,21.6498476 54.7023423,21.6503996 54.7023841,21.6674338 54.7029601,21.6689572 54.7030097,21.6701823 54.7030263,21.671308 54.7030097,21.6726909 54.7029201,21.6744885 54.7027947,21.6762481 54.7027079,21.6776617 54.7026364,21.6787768 54.7026248,21.6797671 54.7026709,21.6928563 54.7035758,21.6946299 54.703704,21.6953239 54.703737,21.6957892 54.7037466,21.696826 54.7036874,21.6986069 54.7035014,21.7116961 54.7023855,21.7126403 54.7023111,21.7131338 54.7023111,21.7140565 54.7023235,21.7150435 54.7024103,21.7163739 54.7025343,21.7181549 54.7028691,21.7188844 54.702993,21.7533026 54.7067001,21.7549548 54.7067868,21.7559633 54.706762,21.7571006 54.7066877,21.7667313 54.7055399,21.7684215 54.705339,21.7695962 54.7051312,21.7703368 54.7049304,21.7707684 54.7047465,21.7712986 54.7044317,21.7717064 54.7041326,21.7724031 54.7035999)"	Kauschen/Horstenau–Wirbeln			abandoned	"750"				way	"439009949"
"LINESTRING (21.6537579 54.8756311,21.654437 54.875403,21.6574333 54.8743972,21.6579325 54.8742306,21.6580782 54.8741987,21.6583573 54.874154,21.6585908 54.8741548,21.6601965 54.8742241,21.660815 54.874252,21.6615705 54.874247,21.6624806 54.8742266,21.6629534 54.8742037,21.6632847 54.8741529,21.6640579 54.8739953,21.6680046 54.8731909,21.6762651 54.871684,21.67726 54.8715047,21.6779313 54.8714909,21.6784707 54.8715185,21.67919 54.8714633,21.6797294 54.8713046,21.6801609 54.8711391,21.6804606 54.8709943,21.6812158 54.8706218,21.6828101 54.8699458,21.6922967 54.8665543,21.6927438 54.8663799,21.6930349 54.8662752,21.6932896 54.8661412,21.6934351 54.8659695,21.6954364 54.8633435,21.6957639 54.8629707,21.696055 54.8626482,21.6965353 54.8621456,21.6973795 54.861266,21.6978307 54.8608597,21.698129 54.8606545,21.6983983 54.8605498,21.698704 54.860487,21.7022335 54.8598628,21.7027575 54.8597581,21.7035653 54.8596283,21.704424 54.859511,21.7053118 54.8594021,21.7069565 54.8592764,21.7087831 54.8591591,21.7102168 54.8590712,21.7114248 54.858979,21.7120361 54.8589287,21.7123901 54.8588996,21.7126797 54.8588121,21.7128995 54.8586909,21.7132515 54.8584638,21.7137318 54.8581245,21.7141539 54.8578564,21.7145396 54.8576595,21.71518 54.8574584,21.7156967 54.8573621,21.7163589 54.8572951,21.717385 54.8572155,21.7178799 54.8571862,21.7184475 54.8571778,21.7188405 54.8572029,21.7197793 54.8573495,21.7206817 54.8574836,21.7212162 54.8575704,21.721817 54.8576518,21.7221926 54.8576976,21.7226697 54.8577383,21.7230055 54.8577433,21.7233413 54.8577255,21.7237301 54.8576467,21.72411 54.857545,21.7244149 54.857428,21.7248213 54.8572627,21.7251306 54.8571177,21.7265356 54.8564743,21.726836 54.8563523,21.7270657 54.856281,21.7274545 54.8562048,21.7277991 54.8561615,21.7302909 54.8559809,21.7307416 54.8559479,21.7353629 54.8556122,21.7455438 54.8550832,21.7490661 54.8547271,21.7503105 54.8545763,21.7526538 54.8543291,21.7571513 54.8538641,21.7584248 54.8537217,21.7588251 54.8536672,21.7591671 54.8535792,21.7594655 54.853441,21.7597202 54.8532943,21.7598512 54.8531687,21.7598876 54.8529969,21.7598512 54.8527539,21.7597275 54.852247,21.7586807 54.8480991,21.7586472 54.8479417,21.7587192 54.847783,21.7590428 54.8474448,21.7599898 54.8466028,21.7601097 54.8464509,21.7601696 54.8463129,21.7601456 54.846168,21.7600617 54.845954,21.7599658 54.8458022,21.7597141 54.8456227,21.7566279 54.8436234,21.7564949 54.8435254,21.7563623 54.8434134,21.756274 54.8433193,21.7562033 54.8431947,21.7561679 54.843042,21.75619 54.8428995,21.7562386 54.8427571,21.7563667 54.8425968,21.7565037 54.8424365,21.7566583 54.8423246,21.7569102 54.8421643,21.7642979 54.8376353,21.7643765 54.8375653,21.7644857 54.8374311,21.764573 54.8373347,21.7650242 54.8363079,21.7655311 54.8351715,21.7656548 54.83492,21.7658003 54.8346895,21.7685585 54.8317219,21.7693881 54.8307746,21.770094 54.8299991,21.7709527 54.829056,21.7734853 54.8265827,21.7742276 54.8258364,21.7764219 54.8235026,21.7766857 54.8232126,21.7771052 54.8227222,21.7774528 54.8223079,21.7779443 54.8215551,21.7780119 54.8214482,21.7780555 54.8213224,21.7780555 54.8212511,21.7779828 54.821096,21.7775534 54.82066,21.776651 54.8197208,21.7757704 54.8186893,21.775443 54.8183119,21.7752683 54.8181233,21.77513 54.8179094,21.77505 54.8175656,21.7749772 54.817075,21.7749044 54.8161105,21.7748535 54.8154187,21.7748098 54.8151335,21.7747079 54.8146051,21.7746643 54.8143535,21.774577 54.8141019,21.7743732 54.8138713,21.7717502 54.8109081,21.7709555 54.8099483,21.7707329 54.8096948,21.7706256 54.8095495,21.7705692 54.8094413,21.7705746 54.8093254,21.7707972 54.8091353,21.7732897 54.8071329,21.7738077 54.8067156,21.7741206 54.8064556,21.774368 54.80625,21.7744699 54.8060026,21.7744917 54.8057174,21.7739241 54.7976467,21.7738586 54.7974243,21.7737713 54.7971558,21.7736039 54.7968496,21.7732691 54.7963881,21.7660794 54.7873906,21.7656088 54.7867617,21.7653662 54.7863298,21.7653916 54.7856915,21.7655693 54.7849514,21.7678684 54.7752663,21.7679319 54.7748862,21.7679319 54.7745091,21.7678966 54.7740402,21.7676492 54.7733368,21.7670483 54.7715937,21.7669953 54.7706456,21.7670307 54.7700849,21.7668539 54.7694631,21.7629307 54.7639984,21.7618703 54.762785,21.7609514 54.7619082,21.7599971 54.7611842,21.758866 54.7605724,21.7567807 54.7598076,21.7552217 54.7591925,21.7545059 54.7588935,21.7540982 54.7586087,21.7538944 54.7581382,21.7532507 54.7577358,21.7527414 54.7558926,21.7525426 54.7551727,21.7523816 54.7544112,21.7522636 54.7538911,21.7522743 54.7535753,21.7523816 54.7532162,21.7528108 54.7523556,21.7533794 54.7512968,21.7543138 54.7500312,21.7551444 54.7488889,21.7556923 54.7483891,21.7566642 54.7475425,21.7574595 54.7468387,21.7585905 54.746145,21.7598806 54.7456146,21.767409 54.7428297,21.7679392 54.7425951,21.7684517 54.7422381,21.7690526 54.7417382,21.7699715 54.7408608,21.7709945 54.7398481,21.7714101 54.7393572,21.7715166 54.7389061,21.7715143 54.7385713,21.7713747 54.7381137,21.7710131 54.737465,21.7708887 54.7372695,21.7708198 54.7370452,21.77079 54.7361983,21.7707984 54.7358061,21.7708905 54.7354739,21.7712793 54.7349842,21.7719155 54.7345658,21.7861997 54.725822,21.7863757 54.7256908,21.7865569 54.7254816,21.7867027 54.7252979,21.7867734 54.7250708,21.7867469 54.7247494,21.7866099 54.7245248,21.7850544 54.7223038,21.783441 54.7198048,21.7832504 54.7196264,21.7830224 54.7194219,21.782773 54.7192592,21.7823089 54.719016,21.7817189 54.7188068,21.7809518 54.7185776,21.7753865 54.716862,21.7739968 54.7163358,21.7649536 54.7125377,21.7645192 54.7121385,21.764144 54.7115795,21.7639995 54.7108145,21.7642515 54.7102744,21.7649345 54.7097541,21.7724031 54.7035999,21.7771343 54.6999644,21.7774841 54.6996597,21.7777575 54.6993102,21.7779902 54.6986609,21.77842 54.6973055,21.7800644 54.6929485,21.780196 54.6926474,21.7803158 54.6924396,21.7804956 54.6921971,21.784835 54.6878806,21.7945686 54.6781026,21.7948923 54.6777908,21.7952399 54.6775066,21.7956834 54.6772571,21.7963667 54.6769937,21.7973257 54.6767442,21.7987282 54.6763492,21.7991477 54.6761967,21.7995553 54.6759957,21.799855 54.6757947,21.8001427 54.6754551,21.8004184 54.6750392,21.803033 54.6699631,21.8031474 54.6697011,21.8033584 54.6695117,21.8037441 54.669457,21.8044136 54.6694823,21.8048212 54.669537,21.8121713 54.6709005,21.8126007 54.6709805,21.8129427 54.6710352,21.8133867 54.6710731,21.8137214 54.6710773,21.8143255 54.671052,21.8150022 54.6709805,21.8158537 54.6708837,21.8176148 54.6707196,21.8181679 54.6706396,21.8185391 54.6705554,21.8189539 54.6703955,21.8192522 54.6702608,21.8195725 54.6700336,21.8198417 54.6698358,21.8200528 54.6695791,21.8210862 54.6675085,21.8212535 54.6672517,21.8214427 54.6670203,21.8228909 54.6653452,21.8244847 54.6635606,21.8246812 54.6632659,21.8249286 54.6629039,21.8251615 54.6625125,21.8261585 54.660412,21.8278978 54.6567497,21.8288511 54.6547374,21.8308847 54.6506263,21.8309199 54.6505346,21.8309118 54.6504508,21.8309011 54.6503825,21.8308474 54.6502661,21.8307965 54.6502118,21.8307133 54.650164)"	Insterburg–Groß Skaisgirren/Kreuzingen			abandoned	"750"				way	"439004577"
